"시도별",2024.11,2024.12,2025.01,2025.02,2025.03,2025.04,2025.05,2025.06,2025.07,2025.08,2025.09,2025.10,2025.11
"전국",114.40,114.91,115.71,116.08,116.29,116.38,116.27,116.31,116.52,116.45,117.06,117.42,117.20
